ClipID,YouTubeID,CropSize,StartTime,EndTime
1_0178/shot_2111,dA6P8h5TPtg,640:288:0:34,01:40:10.960,01:40:21.480
1_0178/shot_2429,dA6P8h5TPtg,640:288:0:34,01:52:39.360,01:52:54.320
1_0178/shot_2459,dA6P8h5TPtg,640:288:0:34,01:54:26.160,01:54:39.520
1_0178/shot_2676,dA6P8h5TPtg,640:288:0:34,02:03:05.560,02:03:20.160
1_0178/shot_2698,dA6P8h5TPtg,640:288:0:34,02:04:55.600,02:05:05.600
1_0180/shot_0006,mfgR2glKH3g,640:272:0:44,00:01:25.210,00:01:39.224
1_0180/shot_0110,mfgR2glKH3g,640:272:0:44,00:09:29.027,00:09:47.629
1_0180/shot_0117,mfgR2glKH3g,640:272:0:44,00:10:00.058,00:10:11.778
1_0180/shot_0145,mfgR2glKH3g,640:272:0:44,00:12:30.708,00:12:44.222
1_0180/shot_0194,mfgR2glKH3g,640:272:0:44,00:16:19.187,00:16:30.406
1_0180/shot_0238,mfgR2glKH3g,640:272:0:44,00:20:10.042,00:20:21.137
1_0180/shot_0355,mfgR2glKH3g,640:272:0:44,00:28:03.515,00:28:13.859
1_0180/shot_0396,mfgR2glKH3g,640:272:0:44,00:30:42.674,00:30:53.977
1_0180/shot_0410,mfgR2glKH3g,640:272:0:44,00:31:23.090,00:31:37.229
1_0180/shot_0426,mfgR2glKH3g,640:272:0:44,00:33:26.671,00:33:40.602
1_0180/shot_0428,mfgR2glKH3g,640:272:0:44,00:33:48.610,00:34:00.080
1_0180/shot_0591,mfgR2glKH3g,640:272:0:44,00:47:36.812,00:47:51.535
1_0180/shot_0746,mfgR2glKH3g,640:272:0:44,00:56:47.613,00:57:05.547
1_0180/shot_0751,mfgR2glKH3g,640:272:0:44,00:57:16.892,00:57:33.742
1_0180/shot_0984,mfgR2glKH3g,640:272:0:44,01:17:59.967,01:18:17.526
1_0181/shot_0087,ck6_D5N20gQ,640:320:0:20,00:04:23.875,00:04:41.333
1_0181/shot_0132,ck6_D5N20gQ,640:320:0:20,00:07:23.667,00:07:36.875
1_0181/shot_0168,ck6_D5N20gQ,640:320:0:20,00:10:17.042,00:10:27.292
1_0181/shot_0190,ck6_D5N20gQ,640:320:0:20,00:12:00.625,00:12:13.250
1_0181/shot_0243,ck6_D5N20gQ,640:320:0:20,00:14:40.542,00:14:56.000
1_0181/shot_0260,ck6_D5N20gQ,640:320:0:20,00:16:08.583,00:16:21.958
1_0181/shot_0271,ck6_D5N20gQ,640:320:0:20,00:17:16.292,00:17:35.417
1_0181/shot_0466,ck6_D5N20gQ,640:320:0:20,00:29:50.542,00:30:06.500
1_0181/shot_0578,ck6_D5N20gQ,640:320:0:20,00:39:08.250,00:39:28.083
1_0181/shot_0594,ck6_D5N20gQ,640:320:0:20,00:41:12.000,00:41:22.292
1_0181/shot_0720,ck6_D5N20gQ,640:320:0:20,00:50:51.708,00:51:02.375
1_0181/shot_0735,ck6_D5N20gQ,640:320:0:20,00:53:06.042,00:53:16.042
1_0181/shot_0737,ck6_D5N20gQ,640:320:0:20,00:53:21.958,00:53:32.708
1_0181/shot_0742,ck6_D5N20gQ,640:320:0:20,00:53:44.292,00:53:54.458
1_0181/shot_0744,ck6_D5N20gQ,640:320:0:20,00:54:01.417,00:54:16.500
1_0181/shot_0749,ck6_D5N20gQ,640:320:0:20,00:54:58.625,00:55:12.875
1_0181/shot_0991,ck6_D5N20gQ,640:320:0:20,01:13:56.708,01:14:07.750
1_0181/shot_1025,ck6_D5N20gQ,640:320:0:20,01:16:38.042,01:16:53.417
1_0181/shot_1047,ck6_D5N20gQ,640:320:0:20,01:18:47.708,01:19:02.708
1_0181/shot_1270,ck6_D5N20gQ,640:320:0:20,01:36:30.042,01:36:42.375
1_0181/shot_1310,ck6_D5N20gQ,640:320:0:20,01:39:09.250,01:39:22.125
1_0181/shot_1369,ck6_D5N20gQ,640:320:0:20,01:43:16.583,01:43:27.875
1_0181/shot_1370,ck6_D5N20gQ,640:320:0:20,01:43:27.875,01:43:38.583
1_0181/shot_1381,ck6_D5N20gQ,640:320:0:20,01:44:36.875,01:44:52.792
1_0182/shot_0003,C-czi9ZE4WM,640:352:0:4,00:01:12.990,00:01:31.717
1_0182/shot_0004,C-czi9ZE4WM,640:352:0:4,00:01:31.717,00:01:43.353
1_0182/shot_0070,C-czi9ZE4WM,640:352:0:4,00:06:21.339,00:06:31.808
1_0182/shot_0125,C-czi9ZE4WM,640:352:0:4,00:11:38.823,00:11:52.921
1_0182/shot_0133,C-czi9ZE4WM,640:352:0:4,00:12:58.277,00:13:08.705
1_0182/shot_0139,C-czi9ZE4WM,640:352:0:4,00:14:18.232,00:14:28.326
1_0182/shot_0154,C-czi9ZE4WM,640:352:0:4,00:15:32.098,00:15:44.861
1_0182/shot_0176,C-czi9ZE4WM,640:352:0:4,00:17:35.805,00:17:53.322
1_0182/shot_0233,C-czi9ZE4WM,640:352:0:4,00:22:32.601,00:22:45.030
1_0182/shot_0242,C-czi9ZE4WM,640:352:0:4,00:23:15.519,00:23:28.282
1_0182/shot_0256,C-czi9ZE4WM,640:352:0:4,00:24:17.998,00:24:28.550
1_0182/shot_0292,C-czi9ZE4WM,640:352:0:4,00:26:26.835,00:26:38.722
1_0182/shot_0304,C-czi9ZE4WM,640:352:0:4,00:28:19.531,00:28:30.667
1_0182/shot_0428,C-czi9ZE4WM,640:352:0:4,00:39:30.034,00:39:46.134
1_0182/shot_0434,C-czi9ZE4WM,640:352:0:4,00:40:33.806,00:40:46.486
1_0182/shot_0469,C-czi9ZE4WM,640:352:0:4,00:43:21.390,00:43:36.113
1_0182/shot_0496,C-czi9ZE4WM,640:352:0:4,00:45:15.671,00:45:31.854
1_0182/shot_0514,C-czi9ZE4WM,640:352:0:4,00:46:16.565,00:46:35.001
1_0182/shot_0524,C-czi9ZE4WM,640:352:0:4,00:47:14.040,00:47:25.593
1_0182/shot_0525,C-czi9ZE4WM,640:352:0:4,00:47:25.593,00:47:39.732
1_0182/shot_0573,C-czi9ZE4WM,640:352:0:4,00:52:15.132,00:52:27.770
1_0182/shot_0722,C-czi9ZE4WM,640:352:0:4,01:03:55.248,01:04:05.550
1_0182/shot_0742,C-czi9ZE4WM,640:352:0:4,01:05:04.317,01:05:15.662
1_0182/shot_0817,C-czi9ZE4WM,640:352:0:4,01:11:18.316,01:11:31.954
1_0182/shot_0822,C-czi9ZE4WM,640:352:0:4,01:11:47.261,01:11:58.564
1_0182/shot_0834,C-czi9ZE4WM,640:352:0:4,01:13:05.881,01:13:20.438
1_0182/shot_0872,C-czi9ZE4WM,640:352:0:4,01:16:29.960,01:16:40.221
1_0182/shot_0913,C-czi9ZE4WM,640:352:0:4,01:19:11.080,01:19:29.807
1_0182/shot_0934,C-czi9ZE4WM,640:352:0:4,01:20:40.002,01:20:50.637
1_0182/shot_1028,C-czi9ZE4WM,640:352:0:4,01:27:57.898,01:28:09.034
1_0182/shot_1050,C-czi9ZE4WM,640:352:0:4,01:30:50.028,01:31:05.752
1_0182/shot_1055,C-czi9ZE4WM,640:352:0:4,01:31:24.521,01:31:34.698
1_0183/shot_0091,gp1Hd6jrDF0,640:256:0:52,00:06:26.119,00:06:42.111
1_0183/shot_0405,gp1Hd6jrDF0,640:256:0:52,00:23:16.034,00:23:28.787
1_0183/shot_1132,gp1Hd6jrDF0,640:256:0:52,00:55:39.264,00:55:50.738
1_0183/shot_1134,gp1Hd6jrDF0,640:256:0:52,00:55:54.776,00:56:12.406
1_0183/shot_1173,gp1Hd6jrDF0,640:256:0:52,00:57:33.564,00:57:46.917
1_0183/shot_1203,gp1Hd6jrDF0,640:256:0:52,00:59:38.099,00:59:56.170
1_0183/shot_1226,gp1Hd6jrDF0,640:256:0:52,01:00:51.781,01:01:04.415
1_0183/shot_1325,gp1Hd6jrDF0,640:256:0:52,01:05:56.742,01:06:14.933
1_0184/shot_0003,Klq1qRaZOxo,640:256:0:6,00:00:06.131,00:00:17.351
1_0184/shot_0025,Klq1qRaZOxo,640:256:0:6,00:01:39.099,00:01:51.111
1_0184/shot_0177,Klq1qRaZOxo,640:256:0:6,00:08:32.512,00:08:43.189
1_0184/shot_0221,Klq1qRaZOxo,640:256:0:6,00:10:50.483,00:11:05.331
1_0184/shot_0265,Klq1qRaZOxo,640:256:0:6,00:13:14.419,00:13:30.977
1_0184/shot_0273,Klq1qRaZOxo,640:256:0:6,00:13:54.417,00:14:04.969
1_0184/shot_0279,Klq1qRaZOxo,640:256:0:6,00:14:18.066,00:14:31.329
1_0184/shot_0282,Klq1qRaZOxo,640:256:0:6,00:14:37.752,00:14:48.930
1_0184/shot_0284,Klq1qRaZOxo,640:256:0:6,00:14:53.101,00:15:04.779
1_0184/shot_0363,Klq1qRaZOxo,640:256:0:6,00:19:45.184,00:19:56.112
1_0184/shot_0405,Klq1qRaZOxo,640:256:0:6,00:22:06.659,00:22:18.379
1_0184/shot_0432,Klq1qRaZOxo,640:256:0:6,00:24:17.873,00:24:29.927
1_0184/shot_0477,Klq1qRaZOxo,640:256:0:6,00:27:13.924,00:27:27.020
1_0184/shot_0682,Klq1qRaZOxo,640:256:0:6,00:37:47.432,00:38:01.029
1_0184/shot_0723,Klq1qRaZOxo,640:256:0:6,00:40:11.701,00:40:27.634
1_0184/shot_0734,Klq1qRaZOxo,640:256:0:6,00:40:58.706,00:41:11.177
1_0184/shot_0781,Klq1qRaZOxo,640:256:0:6,00:44:31.586,00:44:42.847
1_0184/shot_0786,Klq1qRaZOxo,640:256:0:6,00:45:00.239,00:45:10.374
1_0184/shot_0806,Klq1qRaZOxo,640:256:0:6,00:46:03.803,00:46:14.188
1_0184/shot_0840,Klq1qRaZOxo,640:256:0:6,00:48:22.775,00:48:38.791
1_0184/shot_0954,Klq1qRaZOxo,640:256:0:6,00:55:00.422,00:55:19.816
1_0184/shot_0989,Klq1qRaZOxo,640:256:0:6,00:57:30.197,00:57:42.209
1_0184/shot_0993,Klq1qRaZOxo,640:256:0:6,00:57:47.714,00:58:00.060
1_0184/shot_1152,Klq1qRaZOxo,640:256:0:6,01:06:08.965,01:06:24.898
1_0184/shot_1213,Klq1qRaZOxo,640:256:0:6,01:09:23.076,01:09:39.300
1_0184/shot_1350,Klq1qRaZOxo,640:256:0:6,01:16:55.486,01:17:11.961
1_0184/shot_1564,Klq1qRaZOxo,640:256:0:6,01:24:56.717,01:25:07.019
1_0184/shot_1743,Klq1qRaZOxo,640:256:0:6,01:32:39.304,01:32:53.109
1_0185/shot_0057,z3Bk-LB7sk0,640:256:0:52,00:06:00.028,00:06:10.679
1_0185/shot_0059,z3Bk-LB7sk0,640:256:0:52,00:06:14.132,00:06:26.071
1_0185/shot_0063,z3Bk-LB7sk0,640:256:0:52,00:06:35.266,00:06:47.455
1_0185/shot_0065,z3Bk-LB7sk0,640:256:0:52,00:06:50.950,00:07:01.309
1_0185/shot_0068,z3Bk-LB7sk0,640:256:0:52,00:07:18.990,00:07:31.928
1_0185/shot_0080,z3Bk-LB7sk0,640:256:0:52,00:08:46.813,00:08:57.962
1_0185/shot_0090,z3Bk-LB7sk0,640:256:0:52,00:09:47.261,00:09:58.452
1_0185/shot_0099,z3Bk-LB7sk0,640:256:0:52,00:10:32.358,00:10:52.244
1_0185/shot_0101,z3Bk-LB7sk0,640:256:0:52,00:10:55.032,00:11:06.306
1_0185/shot_0120,z3Bk-LB7sk0,640:256:0:52,00:12:47.442,00:12:59.507
1_0185/shot_0130,z3Bk-LB7sk0,640:256:0:52,00:14:07.860,00:14:19.175
1_0185/shot_0134,z3Bk-LB7sk0,640:256:0:52,00:14:23.086,00:14:38.437
1_0185/shot_0138,z3Bk-LB7sk0,640:256:0:52,00:14:53.040,00:15:03.732
1_0185/shot_0182,z3Bk-LB7sk0,640:256:0:52,00:18:09.154,00:18:20.761
1_0185/shot_0198,z3Bk-LB7sk0,640:256:0:52,00:19:16.675,00:19:29.489
1_0185/shot_0207,z3Bk-LB7sk0,640:256:0:52,00:20:16.624,00:20:31.268
1_0185/shot_0264,z3Bk-LB7sk0,640:256:0:52,00:23:53.706,00:24:05.438
1_0185/shot_0271,z3Bk-LB7sk0,640:256:0:52,00:24:33.728,00:24:50.660
1_0185/shot_0297,z3Bk-LB7sk0,640:256:0:52,00:27:12.442,00:27:24.423
1_0185/shot_0388,z3Bk-LB7sk0,640:256:0:52,00:33:12.512,00:33:25.117
1_0185/shot_0392,z3Bk-LB7sk0,640:256:0:52,00:33:45.336,00:34:01.769
1_0185/shot_0443,z3Bk-LB7sk0,640:256:0:52,00:38:00.775,00:38:12.466
1_0185/shot_0444,z3Bk-LB7sk0,640:256:0:52,00:38:12.466,00:38:22.700
1_0185/shot_0587,z3Bk-LB7sk0,640:256:0:52,00:49:41.237,00:49:55.008
1_0185/shot_0593,z3Bk-LB7sk0,640:256:0:52,00:50:18.888,00:50:30.370
1_0185/shot_0600,z3Bk-LB7sk0,640:256:0:52,00:51:17.714,00:51:29.945
1_0185/shot_0601,z3Bk-LB7sk0,640:256:0:52,00:51:29.945,00:51:42.509
1_0185/shot_0711,z3Bk-LB7sk0,640:256:0:52,01:04:51.709,01:05:03.482
1_0185/shot_0721,z3Bk-LB7sk0,640:256:0:52,01:06:23.609,01:06:37.337
1_0185/shot_0723,z3Bk-LB7sk0,640:256:0:52,01:06:41.248,01:06:52.314
1_0185/shot_0752,z3Bk-LB7sk0,640:256:0:52,01:08:53.627,01:09:03.695
1_0185/shot_0785,z3Bk-LB7sk0,640:256:0:52,01:10:40.379,01:10:52.652
1_0185/shot_0797,z3Bk-LB7sk0,640:256:0:52,01:11:49.606,01:12:09.076
1_0185/shot_0803,z3Bk-LB7sk0,640:256:0:52,01:13:39.353,01:13:53.540
1_0188/shot_0075,lzKMYZE2kqQ,640:240:0:62,00:06:02.833,00:06:20.000
1_0188/shot_0088,lzKMYZE2kqQ,640:240:0:62,00:08:19.933,00:08:35.333
1_0188/shot_0130,lzKMYZE2kqQ,640:240:0:62,00:12:20.933,00:12:31.267
1_0188/shot_0132,lzKMYZE2kqQ,640:240:0:62,00:13:06.767,00:13:23.567
1_0188/shot_0199,lzKMYZE2kqQ,640:240:0:62,00:24:37.200,00:24:47.633
1_0188/shot_0271,lzKMYZE2kqQ,640:240:0:62,00:29:15.200,00:29:26.000
1_0188/shot_0272,lzKMYZE2kqQ,640:240:0:62,00:29:26.000,00:29:38.567
1_0188/shot_0335,lzKMYZE2kqQ,640:240:0:62,00:35:10.267,00:35:25.000
1_0188/shot_0403,lzKMYZE2kqQ,640:240:0:62,00:40:22.067,00:40:34.867
1_0188/shot_0449,lzKMYZE2kqQ,640:240:0:62,00:43:15.967,00:43:34.533
1_0188/shot_0741,lzKMYZE2kqQ,640:240:0:62,01:03:07.033,01:03:20.233
1_0188/shot_0985,lzKMYZE2kqQ,640:240:0:62,01:21:57.367,01:22:16.733
1_0188/shot_1003,lzKMYZE2kqQ,640:240:0:62,01:24:17.267,01:24:34.400
1_0189/shot_0002,mHT-XV7YZ1U,640:352:0:4,00:00:07.049,00:00:26.026
1_0189/shot_0007,mHT-XV7YZ1U,640:352:0:4,00:01:47.774,00:01:58.827
1_0189/shot_0019,mHT-XV7YZ1U,640:352:0:4,00:02:56.218,00:03:13.944
1_0189/shot_0099,mHT-XV7YZ1U,640:352:0:4,00:10:45.520,00:11:05.415
1_0189/shot_0343,mHT-XV7YZ1U,640:352:0:4,00:30:16.982,00:30:30.203
1_0189/shot_0398,mHT-XV7YZ1U,640:352:0:4,00:35:55.236,00:36:06.456
1_0189/shot_0545,mHT-XV7YZ1U,640:352:0:4,00:50:23.312,00:50:42.081
1_0189/shot_0591,mHT-XV7YZ1U,640:352:0:4,00:53:34.586,00:53:45.180
1_0189/shot_0599,mHT-XV7YZ1U,640:352:0:4,00:54:29.725,00:54:48.452
1_0189/shot_0622,mHT-XV7YZ1U,640:352:0:4,00:57:39.956,00:57:54.513
1_0189/shot_0626,mHT-XV7YZ1U,640:352:0:4,00:58:04.731,00:58:15.951
1_0189/shot_0628,mHT-XV7YZ1U,640:352:0:4,00:58:18.745,00:58:30.507
1_0189/shot_0644,mHT-XV7YZ1U,640:352:0:4,00:59:28.899,00:59:41.369
1_0189/shot_0672,mHT-XV7YZ1U,640:352:0:4,01:01:43.199,01:02:02.594
1_0189/shot_0721,mHT-XV7YZ1U,640:352:0:4,01:06:13.344,01:06:32.280
1_0189/shot_0755,mHT-XV7YZ1U,640:352:0:4,01:08:10.253,01:08:21.139
1_0189/shot_0756,mHT-XV7YZ1U,640:352:0:4,01:08:21.139,01:08:37.405
1_0189/shot_0792,mHT-XV7YZ1U,640:352:0:4,01:11:36.375,01:11:49.722
1_0189/shot_0892,mHT-XV7YZ1U,640:352:0:4,01:23:29.838,01:23:41.391
1_0189/shot_0930,mHT-XV7YZ1U,640:352:0:4,01:26:23.053,01:26:39.778
1_0189/shot_1029,mHT-XV7YZ1U,640:352:0:4,01:32:24.497,01:32:39.220
1_0189/shot_1034,mHT-XV7YZ1U,640:352:0:4,01:32:52.942,01:33:03.453
1_0189/shot_1036,mHT-XV7YZ1U,640:352:0:4,01:33:09.667,01:33:20.887
1_0189/shot_1038,mHT-XV7YZ1U,640:352:0:4,01:33:58.967,01:34:15.108
1_0189/shot_1045,mHT-XV7YZ1U,640:352:0:4,01:35:03.531,01:35:19.464
1_0189/shot_1047,mHT-XV7YZ1U,640:352:0:4,01:35:22.926,01:35:37.649
1_0190/shot_0053,kmQ4e6UMsnM,640:272:0:44,00:03:25.330,00:03:40.429
1_0190/shot_0077,kmQ4e6UMsnM,640:272:0:44,00:05:14.272,00:05:25.325
1_0190/shot_0081,kmQ4e6UMsnM,640:272:0:44,00:05:43.885,00:05:56.064
1_0190/shot_0127,kmQ4e6UMsnM,640:272:0:44,00:09:16.806,00:09:26.858
1_0190/shot_0173,kmQ4e6UMsnM,640:272:0:44,00:14:38.878,00:14:52.433
1_0190/shot_0182,kmQ4e6UMsnM,640:272:0:44,00:15:29.137,00:15:39.897
1_0190/shot_0341,kmQ4e6UMsnM,640:272:0:44,00:24:35.391,00:24:47.027
1_0190/shot_0351,kmQ4e6UMsnM,640:272:0:44,00:25:16.014,00:25:30.863
1_0190/shot_0400,kmQ4e6UMsnM,640:272:0:44,00:28:45.807,00:28:55.859
1_0190/shot_0408,kmQ4e6UMsnM,640:272:0:44,00:29:07.496,00:29:22.469
1_0190/shot_0412,kmQ4e6UMsnM,640:272:0:44,00:29:36.066,00:29:48.870
1_0190/shot_0465,kmQ4e6UMsnM,640:272:0:44,00:32:10.554,00:32:30.115
1_0190/shot_0501,kmQ4e6UMsnM,640:272:0:44,00:34:45.375,00:34:57.220
1_0191/shot_0230,yeu3XFLQNz0,640:288:0:36,00:14:53.280,00:15:06.440
1_0191/shot_0320,yeu3XFLQNz0,640:288:0:36,00:22:58.840,00:23:10.800
1_0193/shot_0005,LXXkiUKDK4w,640:272:0:46,00:01:40.458,00:01:50.708
1_0193/shot_0006,LXXkiUKDK4w,640:272:0:46,00:01:50.708,00:02:03.292
1_0193/shot_0012,LXXkiUKDK4w,640:272:0:46,00:02:47.042,00:03:05.083
1_0193/shot_0027,LXXkiUKDK4w,640:272:0:46,00:03:59.875,00:04:19.333
1_0193/shot_0174,LXXkiUKDK4w,640:272:0:46,00:12:58.917,00:13:12.750
1_0193/shot_0176,LXXkiUKDK4w,640:272:0:46,00:13:16.625,00:13:35.833
1_0193/shot_0177,LXXkiUKDK4w,640:272:0:46,00:13:35.833,00:13:49.375
1_0193/shot_0181,LXXkiUKDK4w,640:272:0:46,00:14:02.958,00:14:15.000
1_0193/shot_0183,LXXkiUKDK4w,640:272:0:46,00:14:20.875,00:14:37.125
1_0193/shot_0225,LXXkiUKDK4w,640:272:0:46,00:16:24.958,00:16:40.583
1_0193/shot_0256,LXXkiUKDK4w,640:272:0:46,00:19:44.833,00:19:55.125
1_0193/shot_0266,LXXkiUKDK4w,640:272:0:46,00:20:14.458,00:20:29.667
1_0193/shot_0284,LXXkiUKDK4w,640:272:0:46,00:21:52.458,00:22:06.000
1_0193/shot_0310,LXXkiUKDK4w,640:272:0:46,00:24:58.750,00:25:09.292
1_0193/shot_0348,LXXkiUKDK4w,640:272:0:46,00:27:53.875,00:28:04.083
1_0193/shot_0350,LXXkiUKDK4w,640:272:0:46,00:28:05.583,00:28:17.208
1_0193/shot_0447,LXXkiUKDK4w,640:272:0:46,00:33:12.875,00:33:26.833
1_0193/shot_0579,LXXkiUKDK4w,640:272:0:46,00:40:44.667,00:40:59.417
1_0193/shot_0611,LXXkiUKDK4w,640:272:0:46,00:43:41.792,00:44:00.917
1_0193/shot_0687,LXXkiUKDK4w,640:272:0:46,00:47:06.500,00:47:19.917
1_0193/shot_0723,LXXkiUKDK4w,640:272:0:46,00:48:51.875,00:49:05.625
1_0193/shot_0877,LXXkiUKDK4w,640:272:0:46,00:58:05.542,00:58:17.667
1_0193/shot_0879,LXXkiUKDK4w,640:272:0:46,00:58:21.750,00:58:35.583
1_0193/shot_0915,LXXkiUKDK4w,640:272:0:46,01:00:59.292,01:01:12.708
1_0193/shot_0954,LXXkiUKDK4w,640:272:0:46,01:03:06.208,01:03:24.333
1_0193/shot_0955,LXXkiUKDK4w,640:272:0:46,01:03:24.333,01:03:35.167
1_0193/shot_0960,LXXkiUKDK4w,640:272:0:46,01:04:20.083,01:04:30.792
1_0193/shot_0964,LXXkiUKDK4w,640:272:0:46,01:05:20.750,01:05:39.292
1_0193/shot_1090,LXXkiUKDK4w,640:272:0:46,01:10:57.333,01:11:16.625
1_0193/shot_1119,LXXkiUKDK4w,640:272:0:46,01:12:56.083,01:13:12.667
1_0193/shot_1120,LXXkiUKDK4w,640:272:0:46,01:13:12.667,01:13:23.250
1_0193/shot_1123,LXXkiUKDK4w,640:272:0:46,01:13:30.708,01:13:43.125
1_0193/shot_1134,LXXkiUKDK4w,640:272:0:46,01:14:59.708,01:15:12.167
1_0193/shot_1163,LXXkiUKDK4w,640:272:0:46,01:17:02.833,01:17:13.500
1_0193/shot_1178,LXXkiUKDK4w,640:272:0:46,01:19:18.708,01:19:29.625
1_0193/shot_1213,LXXkiUKDK4w,640:272:0:46,01:21:28.250,01:21:40.417
1_0193/shot_1241,LXXkiUKDK4w,640:272:0:46,01:23:47.750,01:23:58.083
1_0193/shot_1246,LXXkiUKDK4w,640:272:0:46,01:24:28.917,01:24:41.583
1_0193/shot_1406,LXXkiUKDK4w,640:272:0:46,01:31:56.042,01:32:10.167
1_0193/shot_1525,LXXkiUKDK4w,640:272:0:46,01:38:41.292,01:39:00.292
1_0193/shot_1757,LXXkiUKDK4w,640:272:0:46,01:52:25.375,01:52:40.083
1_0193/shot_1767,LXXkiUKDK4w,640:272:0:46,01:53:17.875,01:53:28.000
1_0193/shot_1805,LXXkiUKDK4w,640:272:0:46,01:55:40.333,01:55:52.542
1_0193/shot_2035,LXXkiUKDK4w,640:272:0:46,02:05:08.625,02:05:23.958
1_0193/shot_2172,LXXkiUKDK4w,640:272:0:46,02:14:06.250,02:14:17.333
1_0193/shot_2240,LXXkiUKDK4w,640:272:0:46,02:17:13.458,02:17:24.292
1_0193/shot_2258,LXXkiUKDK4w,640:272:0:46,02:18:18.708,02:18:33.208
1_0194/shot_0006,mKx-ZgKQSSc,640:256:0:52,00:01:05.833,00:01:16.700
1_0194/shot_0166,mKx-ZgKQSSc,640:256:0:52,00:13:33.500,00:13:48.333
1_0194/shot_0168,mKx-ZgKQSSc,640:256:0:52,00:13:52.100,00:14:09.100
1_0194/shot_0294,mKx-ZgKQSSc,640:256:0:52,00:23:17.733,00:23:29.700
1_0194/shot_0395,mKx-ZgKQSSc,640:256:0:52,00:29:18.400,00:29:30.433
1_0194/shot_0566,mKx-ZgKQSSc,640:256:0:52,00:44:57.733,00:45:15.700
1_0194/shot_0586,mKx-ZgKQSSc,640:256:0:52,00:46:25.733,00:46:39.733
1_0194/shot_0685,mKx-ZgKQSSc,640:256:0:52,00:53:12.767,00:53:23.833
1_0194/shot_0691,mKx-ZgKQSSc,640:256:0:52,00:53:36.567,00:53:50.000
1_0194/shot_0695,mKx-ZgKQSSc,640:256:0:52,00:54:41.767,00:55:01.533
1_0194/shot_0901,mKx-ZgKQSSc,640:256:0:52,01:12:36.633,01:12:51.967
1_0194/shot_1065,mKx-ZgKQSSc,640:256:0:52,01:27:14.900,01:27:28.933
1_0194/shot_1129,mKx-ZgKQSSc,640:256:0:52,01:33:01.600,01:33:13.633
1_0194/shot_1153,mKx-ZgKQSSc,640:256:0:52,01:35:17.100,01:35:28.833
1_0195/shot_0037,dchV2_aRGlw,640:256:0:6,00:03:28.333,00:03:44.917
1_0195/shot_0043,dchV2_aRGlw,640:256:0:6,00:04:03.792,00:04:20.083
1_0195/shot_0277,dchV2_aRGlw,640:256:0:6,00:18:41.958,00:18:52.042
1_0195/shot_0299,dchV2_aRGlw,640:256:0:6,00:20:46.208,00:20:58.500
1_0195/shot_0323,dchV2_aRGlw,640:256:0:6,00:22:12.458,00:22:27.417
1_0195/shot_0445,dchV2_aRGlw,640:256:0:6,00:27:52.000,00:28:03.750
1_0195/shot_0450,dchV2_aRGlw,640:256:0:6,00:28:20.500,00:28:38.917
1_0195/shot_0627,dchV2_aRGlw,640:256:0:6,00:39:06.333,00:39:18.625
1_0195/shot_0705,dchV2_aRGlw,640:256:0:6,00:43:06.958,00:43:17.250
1_0195/shot_0708,dchV2_aRGlw,640:256:0:6,00:43:27.917,00:43:39.333
1_0195/shot_0762,dchV2_aRGlw,640:256:0:6,00:47:00.792,00:47:12.042
1_0195/shot_0888,dchV2_aRGlw,640:256:0:6,00:53:57.958,00:54:08.375
1_0195/shot_0896,dchV2_aRGlw,640:256:0:6,00:54:26.542,00:54:37.958
1_0195/shot_0937,dchV2_aRGlw,640:256:0:6,00:58:21.875,00:58:32.208
1_0195/shot_0986,dchV2_aRGlw,640:256:0:6,01:02:01.167,01:02:12.417
1_0195/shot_1179,dchV2_aRGlw,640:256:0:6,01:09:30.750,01:09:45.292
1_0195/shot_1367,dchV2_aRGlw,640:256:0:6,01:20:21.042,01:20:38.375
1_0195/shot_1637,dchV2_aRGlw,640:256:0:6,01:42:41.208,01:42:51.208
1_0195/shot_1886,dchV2_aRGlw,640:256:0:6,01:57:38.500,01:57:48.875
1_0195/shot_1889,dchV2_aRGlw,640:256:0:6,01:58:03.083,01:58:17.625
1_0195/shot_1890,dchV2_aRGlw,640:256:0:6,01:58:17.625,01:58:31.583
1_0196/shot_0047,FQAggiEGp10,640:336:0:14,00:05:01.510,00:05:11.937
1_0196/shot_0115,FQAggiEGp10,640:336:0:14,00:11:28.521,00:11:39.991
1_0196/shot_0227,FQAggiEGp10,640:336:0:14,00:23:34.830,00:23:47.134
1_0196/shot_0231,FQAggiEGp10,640:336:0:14,00:24:08.530,00:24:21.627
1_0196/shot_0375,FQAggiEGp10,640:336:0:14,00:36:42.450,00:37:00.635
1_0196/shot_0419,FQAggiEGp10,640:336:0:14,00:41:11.511,00:41:26.025
1_0196/shot_0490,FQAggiEGp10,640:336:0:14,00:48:18.687,00:48:38.040
1_0196/shot_0528,FQAggiEGp10,640:336:0:14,00:53:06.225,00:53:22.991
1_0196/shot_0534,FQAggiEGp10,640:336:0:14,00:53:38.298,00:53:48.600
1_0196/shot_0597,FQAggiEGp10,640:336:0:14,00:58:19.079,00:58:37.723
1_0196/shot_0644,FQAggiEGp10,640:336:0:14,01:02:56.815,01:03:12.038
1_0196/shot_0709,FQAggiEGp10,640:336:0:14,01:08:08.918,01:08:24.851
1_0196/shot_0718,FQAggiEGp10,640:336:0:14,01:09:05.016,01:09:21.908
1_0196/shot_0736,FQAggiEGp10,640:336:0:14,01:10:23.970,01:10:36.566
